iv,x,y,z,boundary_flag,normal_x,normal_y,normal_z
120,0.8793103448272001,0.9701370550420341,1,1,0,0,1
121,1,0.9403204569116369,0.8964714488689888,1,1,0,0
122,0.9172970702502344,0,0.914941101993459,1,0,-1,0
123,0.9449459273321418,0,0.8644921554972331,1,0,-1,0
124,0.9402741100836741,0,0.8965517241376582,1,0,-1,0
125,0.9180036838583772,0,0.8793103448254211,1,0,-1,0
126,0.9518662306571519,0.0478414494015435,0.9064666301060693,0,0,0,0
127,0.9165950970304841,0.03936349877664058,0.924512944145802,0,0,0,0
128,0.8943839934656048,0,0.9354361594401384,1,0,-1,0
129,0.8448275862064856,0,0.9701370550418377,1,0,-1,0
130,0.8793103448272674,0,0.9701370550418373,1,0,-1,0
131,0.8539301638119792,0.04805755227057477,1,1,0,0,1
132,0.8497201082978013,0.02503824223757169,1,1,0,0,1
133,0.9041505716187235,0.06213161939987046,0.955631177307267,0,0,0,0
134,0.9672652096678486,0.9207136544496132,0.9305729750913687,0,0,0,0
135,0.9501643866711241,0.9504141925584149,0.9506111312861614,0,0,0,0
136,0.9461795853058086,1,0.9218556197378409,1,0,1,0
137,0.9310344827581439,1,0.9479441743703243,1,0,1,0
138,0.8965517241374216,1,0.9479441743703891,1,0,1,0
139,0.8448275862065856,1,0.9701370550421231,1,0,1,0
140,0.8793103448271555,1,0.9701370550420195,1,0,1,0
141,0.8618172471328301,0.9404194397608913,1,1,0,0,1
142,0.8448275862066388,0.9701370550420316,1,1,0,0,1
143,0.9547912155138076,1,0.8979637108263996,1,0,1,0
144,0.9265650737930474,0.9646023838316099,0.9249493859656294,0,0,0,0
145,1,0.7909593852927986,0.9137931034466841,1,1,0,0
146,1,0.7600624128988299,0.935481210006303,1,1,0,0
147,1,0.7413793103441314,0.9701370550417732,1,1,0,0
148,1,0.7231641837379015,0.9419031638530869,1,1,0,0
149,1,0.7068965517233432,0.9701370550418239,1,1,0,0
150,1,0.7610476792775049,0.897460063849687,1,1,0,0
151,1,0.6034482758610313,0.970257275703177,1,1,0,0
152,0.9478423188345568,0.6718361591130929,1,1,0,0,1
153,0.9670686163319548,0.6399553128342602,1,1,0,0,1
154,0.9435091272769388,0.7277670719506459,1,1,0,0,1
155,0.9696351989150136,0.7417631022620654,1,1,0,0,1
156,0.9359631671816989,0.7603431866058011,1,1,0,0,1
157,0.9131741654559994,0.7913167293109837,1,1,0,0,1
158,0.9671196840811735,0.7041250250865591,1,1,0,0,1
159,1,0.5689655172402551,0.9708583790098038,1,1,0,0
160,0.9695768010399841,0.6026792276003287,1,1,0,0,1
161,0.9701370550418371,0.5689655172402425,1,1,0,0,1
162,1,0.501904037891312,0.9690362568795361,1,1,0,0
163,0.970858379010045,0.5344827586194634,1,1,0,0,1
164,1,0.3954476393826406,0.9730038546687949,1,1,0,0
165,0.9711157410002376,0.4331273886292231,1,1,0,0,1
166,1,0.4643393546309543,0.9651684642836593,1,1,0,0
167,1,0.4290180864293419,0.9725309304586714,1,1,0,0
168,1,0.2558358357943019,0.94770685421058,1,1,0,0
169,0.9482361456962179,0.2543491284735757,1,1,0,0,1
170,1,0.2258741078230382,0.9300551899613534,1,1,0,0
171,0.9162887042222314,0.192053270938015,1,1,0,0,1
172,0.9325404687323459,0.223552729678607,1,1,0,0,1
173,0.9441000759445521,0.3110248712000007,1,1,0,0,1
174,0.9310344827585695,0.2832893210075858,1,1,0,0,1
175,0.9618630715024896,0.1693792602136172,0.9313637008936527,0,0,0,0
176,1,0.1967626783780129,0.9084892308907515,1,1,0,0
177,1,0.2241310050691337,0.8955686571643692,1,1,0,0
178,1,0.1939947018168647,0.8788007483082594,1,1,0,0
179,0.9137931034482654,0.2534263760495408,1,1,0,0,1
180,0.942728383507531,0.1339744185570799,0.9346053884848632,0,0,0,0
181,1,0.1086474800210433,0.8547094837716899,1,1,0,0
182,1,0.07958642203872933,0.8447536714111583,1,1,0,0
183,1,0.1047798361361888,0.8264288767335202,1,1,0,0
184,0.810344827585706,0,0.9701370550418371,1,0,-1,0
185,0.8033991318538285,0.02511493681294116,1,1,0,0,1
186,0.8275862068967383,0.04438576134282225,1,1,0,0,1
187,0.8789700510943168,0.1325011575658882,1,1,0,0,1
188,0.8427025331355379,0.0738327310990138,1,1,0,0,1
189,0.8445921142421442,0.1341062225368162,1,1,0,0,1
190,0.7925900997344009,0.05140609997383103,1,1,0,0,1
191,0.8102656861201397,0.07558548347343624,1,1,0,0,1
192,0.8271848001172214,0.1043425628940634,1,1,0,0,1
193,0.8601983011537992,0,0.9419696788578353,1,0,-1,0
194,0.9303655481175463,0.1722452909275949,0.955178214733054,0,0,0,0
195,0.8974630668069286,0.2231334276236711,1,1,0,0,1
196,0.8805673184843446,0.1929101111061146,1,1,0,0,1
197,0.8627898571125213,0.1633953933226837,1,1,0,0,1
198,1,0.8208786352625875,0.8964674491201454,1,1,0,0
199,1,0.8208237580426118,0.8620664441346921,1,1,0,0
200,1,0.9402741206397902,0.8620689468743516,1,1,0,0
201,1,0.9701370550417494,0.8793103448267378,1,1,0,0
202,1,0.8506920068100695,0.8793122443298153,1,1,0,0
203,1,0.9104111888725399,0.8793103028904137,1,1,0,0
204,0.9443245890491281,1,0.8675629376955841,1,0,1,0
205,0.9725150778451919,1,0.8787913754557033,1,0,1,0
206,1,0.9701370581940831,0.8448275806392115,1,1,0,0
207,0.9568832183469902,0.9544244577616868,0.9051005208963268,0,0,0,0
208,0.9668162804343778,1,0.8393483094241221,1,0,1,0
209,1,0.9104112047158274,0.8448275162917011,1,1,0,0
210,1,0.8805483230597752,0.8620687838148418,1,1,0,0
211,1,0.9402741184413146,0.8275861921359718,1,1,0,0
212,1,0.7068965517232996,0.9214631677346038,1,1,0,0
213,1,0.7320118429731133,0.911000283230243,1,1,0,0
214,1,0.6896804415166683,0.9428862502166988,1,1,0,0
215,1,0.7027667604007477,0.8940203509222573,1,1,0,0
216,0.9692122707297414,0.6552814540453485,0.9618914357964404,0,0,0,0
217,1,0.67221098750919,0.9132312391482783,1,1,0,0
218,1,0.6553023691830326,0.9426813640024971,1,1,0,0
219,0.9742073324830087,0,0.8115994830597264,1,0,-1,0
220,1,0.02583365401869374,0.8115622376361671,1,1,0,0
221,1,0.05122215754707036,0.8305247356459413,1,1,0,0
222,0.8277802346087181,0,0.9435384082040559,1,0,-1,0
223,0.8632951170779609,0.03445012556654388,0.9654717619997526,0,0,0,0
224,1,0.1643688785480863,0.8611486621844984,1,1,0,0
225,0.9704194686228569,0.4658322144774659,1,1,0,0,1
226,0.9701370550419411,0.4999999999987388,1,1,0,0,1
227,0.9433861510187508,0.4507616952820231,1,1,0,0,1
228,0.9415481986070773,0.4825192593963344,1,1,0,0,1
229,0.9451053401849849,0.4242366141704431,1,1,0,0,1
230,0.9429875047215246,0.3755017643736214,1,1,0,0,1
231,0.9655981425541029,0.3983438025672361,1,1,0,0,1
232,0.9303262300184439,0.4009045833098311,1,1,0,0,1
233,0.9691394004426789,0.3611517530197326,1,1,0,0,1
234,0.8965517241379314,0.2832893210075736,1,1,0,0,1
235,0.9137931034482413,0.3131522659656149,1,1,0,0,1
236,0.9357913790026975,0.3435382840367241,1,1,0,0,1
237,1,0.2832893210050958,0.9310344827557101,1,1,0,0
238,1,0.2535380997639668,0.9135995922912558,1,1,0,0
239,0.953335272571407,0.3165897958477326,0.9533352725710457,0,0,0,0
240,1,0.3110248711984829,0.9441000759432788,1,1,0,0
241,1,0.34353828403494,0.9357913790010124,1,1,0,0
242,1,0.4117081158782261,0.9523715127781394,1,1,0,0
243,1,0.3821650352076227,0.94511728550046,1,1,0,0
244,0.9602248083025612,0.3796091240818307,0.960946575732807,0,0,0,0
245,1,0.2535291443684271,0.8791323448707982,1,1,0,0
246,1,0.2832893210051606,0.896551724135073,1,1,0,0
247,0.9652453688615897,0.2424345597627578,0.9264142791541892,0,0,0,0
248,0.9526821338909395,0.2675610740804012,0.9529889398451168,0,0,0,0
249,0.945696271052592,0.2139291610092825,0.9469220376503956,0,0,0,0
250,0.928922466122876,0.2405768054670771,0.9680901076056747,0,0,0,0
251,0.9081628160152163,0.2112636276610493,0.9625290945441125,0,0,0,0
252,0.8713891926816589,0.09065282675602214,0.955506863408024,0,0,0,0
253,0.9529823824736547,0.1062385909069347,0.8960433283070047,0,0,0,0
254,0.9179111746768464,0.08237014377069629,0.9197448204620208,0,0,0,0
255,0.9595967277212258,0.150193500229405,0.8968063647616694,0,0,0,0
256,0.8004143949519799,0,0.9444950871154744,1,0,-1,0
257,0.8856741286688429,0.1785683692878373,0.9533244999684163,0,0,0,0
258,0.9147330584286432,0.1817930368872629,0.9138840703063398,0,0,0,0
259,1,0.3131522659631891,0.9137931034454666,1,1,0,0
260,1,0.3733350374205165,0.9130017614031469,1,1,0,0
261,1,0.343015210921271,0.8965517241352081,1,1,0,0
262,0.9554509583537751,0.1977996679522685,0.9045569030658174,0,0,0,0
263,1,0.2236124670367451,0.8619840327615702,1,1,0,0
264,1,0.1937004861310758,0.8448275862038885,1,1,0,0
265,1,0.313152265963255,0.8793103448248138,1,1,0,0
266,1,0.2832893210052335,0.8620689655144164,1,1,0,0
267,1,0.2534263760472103,0.8448275862040184,1,1,0,0
268,0.8622784611267595,0.2234317019202334,1,1,0,0,1
269,0.7930300062581745,0.1041537928182207,1,1,0,0,1
270,0.775616348924991,0.02905555153825513,1,1,0,0,1
271,0.8836524148574593,0.1322391721934814,0.9372035340637883,0,0,0,0
272,0.8448275862070039,0.1937004861333538,1,1,0,0,1
273,0.7930937771840585,0.1638429774418964,1,1,0,0,1
274,0.8103055822588444,0.1339965339371037,1,1,0,0,1
275,0.8275862068966704,0.163837541175266,1,1,0,0,1
276,0.8103448275863154,0.1937004861333447,1,1,0,0,1
277,0.8515808610404735,0.156534531787497,0.9608602995217099,0,0,0,0
278,0.836738614682232,0.06049255101706369,0.9564380535839864,0,0,0,0
279,0.8347027493344827,0.1199178554538772,0.9519733693994759,0,0,0,0
280,0.7758432877414754,0.1339852760970135,1,1,0,0,1
281,0.8080673445424554,0.09374261561735187,0.9649503721134098,0,0,0,0
282,0.7589357405207263,0.05252557585560872,1,1,0,0,1
283,0.7586206896554106,0.1041116512591345,1,1,0,0,1
284,0.7767805964903742,0.07758020865148953,1,1,0,0,1
285,1,0.1340801879975818,0.8101619372507736,1,1,0,0
286,1,0.1346081469104211,0.8437302442099931,1,1,0,0
287,1,0.2235634310891878,0.8275862068936163,1,1,0,0
288,1,0.1937004861311552,0.8103448275832145,1,1,0,0
289,0.8943781769734074,0,0.8973284579289984,1,0,-1,0
290,0.8418765106399781,0,0.9210498240262496,1,0,-1,0
291,0.8677024774542323,0,0.9104118091587736,1,0,-1,0
292,0.8100003400431317,0,0.9154550577670443,1,0,-1,0
293,0.8379872148098593,0,0.8941032651427971,1,0,-1,0
294,0.8663845767615023,0,0.8786882389793452,1,0,-1,0
295,0.871991334835609,0.05239739846777426,0.9281028082086662,0,0,0,0
296,0.9489951033856429,0,0.830754554789516,1,0,-1,0
297,0.9494183140289471,0,0.7941191234788386,1,0,-1,0
298,0.8950485645200149,0.04428304632133882,0.890554985531363,0,0,0,0
299,0.9222088916800744,0,0.8457513834728547,1,0,-1,0
300,0.8946569425978966,0,0.8619652812073795,1,0,-1,0
301,0.8728801614632931,0.09534094973944607,0.9029202330569251,0,0,0,0
302,0.9642445528706762,0.2045729046524258,0.84720485521363,0,0,0,0
303,1,0.1638375411730444,0.8275862068934853,1,1,0,0
304,0.968876222397558,0.1456066033977003,0.8619606591981083,0,0,0,0
305,0.9127329767636996,0.1355463458248955,0.8943103070501376,0,0,0,0
306,0.9449326695530358,0.1783389906951554,0.8656749882146213,0,0,0,0
307,0.9699654789990357,0.1173538715743994,0.8391140291448169,0,0,0,0
308,0.9599423604182946,0.08649065326296174,0.8585651143683154,0,0,0,0
309,0.9624141967109936,0.03758580328900642,0.8636175830816762,0,0,0,0
310,0.9090319792281192,0.09775640350639175,0.8728003164676493,0,0,0,0
311,0.9532002576590306,0.05491860753578159,0.8236537349167695,0,0,0,0
312,0.9270688836494109,0.05924099817950169,0.8630181669362069,0,0,0,0
313,1,0.07492655870802301,0.8110586689818127,1,1,0,0
314,1,0.05059371126561833,0.7941528295027217,1,1,0,0
315,1,0.07673858421870587,0.7778317303938489,1,1,0,0
316,0.9734094164588396,0,0.776536324754293,1,0,-1,0
317,1,0.02793391206848276,0.7416490126599924,1,1,0,0
318,1,0.02658135192738893,0.7765363247544855,1,1,0,0
319,1,0.05240950722882164,0.7594698172852388,1,1,0,0
320,0.9575394745323105,0.1538067113693916,0.8284105739924402,0,0,0,0
321,0.9383894519202794,0.1231842177191826,0.8529000179889381,0,0,0,0
322,0.9271263238957013,0.08966427864685859,0.8413038427966222,0,0,0,0
323,0.9245816931706338,0,0.8114398717813176,1,0,-1,0
324,0.8956831143845043,0,0.8275689261763539,1,0,-1,0
325,0.9148777030945546,0.03746709413925899,0.8280065964925274,0,0,0,0
326,0.9236948319059591,0,0.7770184723095138,1,0,-1,0
327,0.8793103442780904,0.7909593856117367,1,1,0,0,1
328,0.8965517227538942,0.7610964411355319,1,1,0,0,1
329,0.9310344827585905,0.7013705504203707,1,1,0,0,1
330,0.9409284833438748,0.8650654800797009,0.9384668294202516,0,0,0,0
331,1,0.7314361969413417,0.8789523879128837,1,1,0,0
332,0.9529239647778158,0.7415750959795426,0.9590000349533361,0,0,0,0
333,0.9222108401793037,0.7622937055726047,0.9651143249216841,0,0,0,0
334,0.9471580474092302,0.7838381911179353,0.9471306283632833,0,0,0,0
335,1,0.7909686326676595,0.8794335790693557,1,1,0,0
336,1,0.7611358545279419,0.861999362782397,1,1,0,0
337,0.9517189695209766,0.6860389942017272,0.952817407959355,0,0,0,0
338,0.9637006976198293,0.7571606909210079,0.9266823971970111,0,0,0,0
339,0.9137931034482171,0.7312334953784327,1,1,0,0,1
340,0.9137930908591786,0.6715076127305821,1,1,0,0,1
341,0.8793103384362617,0.7312334990684253,1,1,0,0,1
342,0.8965517099026326,0.7013705586390834,1,1,0,0,1
343,0.8793103448276249,0.2534263760495161,1,1,0,0,1
344,0.827586206896648,0.2235634310914244,1,1,0,0,1
345,0.8965517241378926,0.3430152109236643,1,1,0,0,1
346,0.8793103448276013,0.3131522659656101,1,1,0,0,1
347,0.8448275862069679,0.2534263760494991,1,1,0,0,1
348,0.8620689655172806,0.2832893210075666,1,1,0,0,1
349,0.8275862068966291,0.2832893210075574,1,1,0,0,1
350,0.930176270360253,0.642020914067461,1,1,0,0,1
351,1,0.4057243939415792,0.9269423301872282,1,1,0,0
352,1,0.4028172477609234,0.8964198337949387,1,1,0,0
353,1,0.4361774840988297,0.9420864853673403,1,1,0,0
354,1,0.5347061470743978,0.9701100838665234,1,1,0,0
355,0.9431242635309094,0.616108725207882,1,1,0,0,1
356,0.9358811670252144,0.5836014820336057,1,1,0,0,1
357,0.9450234032205066,0.5517375788874277,1,1,0,0,1
358,1,0.5519097361223577,0.944902561105349,1,1,0,0
359,1,0.6379310344817842,0.921654667716044,1,1,0,0
360,1,0.6715116078281611,0.8786250130018681,1,1,0,0
361,1,0.6408202917700465,0.8941094169130912,1,1,0,0
362,0.9593672405637516,0.6153360891485845,0.9668134145724416,0,0,0,0
363,0.9612900372174124,0.6646014023287858,0.9185683807637351,0,0,0,0
364,1,0.6121243917578034,0.9111847032950768,1,1,0,0
365,1,0.5842257060463717,0.9354897081637292,1,1,0,0
366,1,0.6214693875168548,0.9416617557222636,1,1,0,0
367,1,0.4883106594468098,0.9424847867029442,1,1,0,0
368,1,0.5204863559469125,0.9357039656675056,1,1,0,0
369,0.9668391868036798,0.4149052973549927,0.9671375882847441,0,0,0,0
370,0.9580188737449024,0.4507632575613104,0.957712965905112,0,0,0,0
371,1,0.4630100445579203,0.9296166288429979,1,1,0,0
372,0.9215689059961951,0.4658125947709499,1,1,0,0,1
373,1,0.5520558256278687,0.9137931034460218,1,1,0,0
374,1,0.5819187705860059,0.896551724135763,1,1,0,0
375,0.9613507740395384,0.3495727191778874,0.9408054772836881,0,0,0,0
376,0.9558771654959872,0.377401184995329,0.9183392055660439,0,0,0,0
377,0.9154914913746721,0.4343034207583055,1,1,0,0,1
378,0.9130017614056536,0.3733350374229871,1,1,0,0,1
379,0.862068965517259,0.3430152109236542,1,1,0,0,1
380,1,0.4918135042069501,0.9128986178410223,1,1,0,0
381,1,0.5520558256279532,0.8793103448253345,1,1,0,0
382,1,0.5221928806698254,0.8965517241356127,1,1,0,0
383,0.913793103448256,0.5520558256299894,1,1,0,0,1
384,0.9352900102329272,0.5196091928289835,1,1,0,0,1
385,0.8964057750022528,0.6417289242769585,1,1,0,0,1
386,0.9129184628971403,0.6122866895037546,1,1,0,0,1
387,0.8965510806183556,0.5819191421242446,1,1,0,0,1
388,0.9616197193912167,0.6016413738668387,0.9321718213751659,0,0,0,0
389,0.9435008253343002,0.6383711801353636,0.9426592809157021,0,0,0,0
390,0.9623700804863732,0.5297566029498464,0.9397116330608554,0,0,0,0
391,0.950704812219665,0.5652591981041956,0.9507341996224721,0,0,0,0
392,1,0.3728781558793607,0.8793103448249522,1,1,0,0
393,0.9124120555609273,0.2725376576520542,0.9628881269600886,0,0,0,0
394,0.9625171073071569,0.3112243118011798,0.9171818072188893,0,0,0,0
395,0.8803848796677043,0.3305729976200302,0.9691701660649549,0,0,0,0
396,0.9106040288072387,0.3166069969465971,0.9570512128332349,0,0,0,0
397,0.9253502991759717,0.3531001323896331,0.9400052081021786,0,0,0,0
398,0.844827586206948,0.3131522659656062,1,1,0,0,1
399,1,0.7909664836025125,0.8448150510825287,1,1,0,0
400,0.9164784728369337,0.6898658400310402,0.9667409268387805,0,0,0,0
401,0.8793102835283786,0.6715076408533664,1,1,0,0,1
402,0.8275442538323761,0.9402983316969034,1,1,0,0,1
403,0.9135431638031606,0.8731348885943345,0.9654086837519583,0,0,0,0
404,0.9045225579015217,0.9552515784537237,0.9568933390276754,0,0,0,0
405,0.8912007610699545,0.9034559511517403,0.9543459173505974,0,0,0,0
406,0.861782433231328,0.8813457224189623,1,1,0,0,1
407,0.8445269225812193,0.9105847533512013,1,1,0,0,1
408,0.9042537860473723,0.8365900994365182,0.9544944526166477,0,0,0,0
409,0.8620513203616345,0.820832517687665,1,1,0,0,1
410,0.8894422165680419,0.8009202719608766,0.9630748323498833,0,0,0,0
411,0.8620689636046484,0.7610964414406567,1,1,0,0,1
412,0.8448275811229197,0.7312334983136248,1,1,0,0,1
413,0.8447643029391532,0.8508271572815993,1,1,0,0,1
414,0.8275265791618504,0.8805826462567268,1,1,0,0,1
415,0.8448241242106539,0.7909613840787665,1,1,0,0,1
416,0.9433869166129398,0.7660698332118866,0.8964920686890002,0,0,0,0
417,0.9277460967577846,0.7217419832186401,0.9284546518855566,0,0,0,0
418,0.9655561324139389,0.8717345254751879,0.910196097576761,0,0,0,0
419,0.9637642825264814,0.7767499505380774,0.8643508960868562,0,0,0,0
420,0.957479559938924,0.9063586630912884,0.8965516988883242,0,0,0,0
421,0.9217953181393234,0.7792113717577155,0.9220658811745733,0,0,0,0
422,0.9662290945652242,0.7996560330299139,0.8946064014382272,0,0,0,0
423,0.9579452690280433,0.8345335620138233,0.9072987504730636,0,0,0,0
424,1,0.8506857579144596,0.8448267337813352,1,1,0,0
425,1,0.8208237986908925,0.827583613732034,1,1,0,0
426,0.9198499506678333,0.9195815598494984,0.9195917516569008,0,0,0,0
427,0.8103378354088036,0.9701410919775382,1,1,0,0,1
428,0.8102877248045181,0.9104441334324682,1,1,0,0,1
429,1,0.7909610976219883,0.8103418037301877,1,1,0,0
430,0.9692491777163492,0.9593639484481576,0.8634871643359336,0,0,0,0
431,0.9766776273991449,1,0.8091641189604344,1,0,1,0
432,1,0.9701370588400602,0.8103448208777999,1,1,0,0
433,1,0.9402741213632098,0.793103428355599,1,1,0,0
434,1,0.910411210633693,0.8103447472203668,1,1,0,0
435,0.9649142909194122,0.8462972313074677,0.8738138334019774,0,0,0,0
436,1,0.8805482968075231,0.7931033129332425,1,1,0,0
437,1,0.8805483548167634,0.8275859691135721,1,1,0,0
438,1,0.850685600400148,0.8103442533200695,1,1,0,0
439,0.9642179174297945,0.9017891181357572,0.8582349728079836,0,0,0,0
440,0.893580123228109,0.7680133865911246,0.9415027039735693,0,0,0,0
441,0.8541316014650726,0.8937371544520758,0.9634119244409239,0,0,0,0
442,0.8103316471159747,0.8506928849581206,1,1,0,0,1
