iv,x,y,z,boundary_flag,normal_x,normal_y,normal_z
373,0.1341181639328579,0.2968737908974332,0.9379907467385167,0,0,0,0
374,0.1373828558521097,0.1913111316481757,0.8377002799636464,0,0,0,0
375,0.05182166363107666,0.1244474971804258,0.7803431420303514,0,0,0,0
376,0.3013694286591665,0.05954444612717374,0.7871185450671694,0,0,0,0
377,0.2141416905524137,0.06083860877549521,0.7566054957038026,0,0,0,0
378,0.2482932236484732,0.08177982194754527,0.8100468624004975,0,0,0,0
379,0.1680331942545159,0.09548876230044115,0.7902836002553287,0,0,0,0
380,0.2062667707673124,0.1370209854569149,0.8443624320040549,0,0,0,0
381,0.2774155004735267,0.1280249042365754,0.8735565408057815,0,0,0,0
382,0.04558028440958229,0.500000000001912,1,1,0,0,1
383,0.04558028440947511,0.552631578949079,1,1,0,0,1
384,0.09116056881901953,0.5263157894756292,1,1,0,0,1
385,0.09116056881924256,0.4736842105284735,1,1,0,0,1
386,0,0.3683810122765344,0.908863615594196,1,-1,0,0
387,0,0.4471063387194397,0.9546094446084785,1,-1,0,0
388,0,0.4996068764998519,0.954877179819565,1,-1,0,0
389,0.683780797404552,0.237081714507261,1,1,0,0,1
390,0.7292845505547633,0.2631578947424443,1,1,0,0,1
391,0.7292845505544896,0.3157894736897539,1,1,0,0,1
392,0.6381239817354417,0.2631578947419797,1,1,0,0,1
393,0.6837042661449719,0.2894736842158711,1,1,0,0,1
394,0.289210551618934,0.2358818450920853,0.9555556388513775,0,0,0,0
395,0.4102998696342018,0.2895964484265209,1,1,0,0,1
396,0.273482070344762,0.3684266925673557,1,1,0,0,1
397,0.3646740464767531,0.3158504873626845,1,1,0,0,1
398,0.3190635434477008,0.3421194471383096,1,1,0,0,1
399,0.2734823371990946,0.3158091293056272,1,1,0,0,1
400,0.3190706756076716,0.2895391324576466,1,1,0,0,1
401,0.5925436973256444,0.289473684215411,1,1,0,0,1
402,0.5469589469090914,0.3158254028442867,1,1,0,0,1
403,0.4558028440967833,0.2631578947410622,1,1,0,0,1
404,0.5013828212654479,0.2896433792008521,1,1,0,0,1
405,0.5469369241164728,0.2632037746883187,1,1,0,0,1
406,0.4318366706271092,0.2264963550781841,0.9466288730155489,0,0,0,0
407,0.340714542939501,0.237837407021033,0.9408294925269087,0,0,0,0
408,0.3946831583878614,0.2689687080969966,0.9313205667598329,0,0,0,0
409,0.410235444677962,0.3421257238637908,1,1,0,0,1
410,0.4558028440965304,0.3157894736883813,1,1,0,0,1
411,0.3190619908674337,0.3947368421086844,1,1,0,0,1
412,0.3646503943080544,0.3684376587724949,1,1,0,0,1
413,0.6052537978086181,0,0.774245618133435,1,0,-1,0
